-6.76976 4.26266 8 
-11.0324 -2.5071 15 
2.5071 -11.0324 15 
6.76976 -4.26266 8 
#

-6.76976 4.26266 8 
-11.0324 -2.5071 0 
2.5071 -11.0324 0 
6.76976 -4.26266 8 
#

-6.76976 4.26266 8 
-2.5071 11.0324 0 
11.0324 2.5071 0 
6.76976 -4.26266 8 
#

-6.76976 4.26266 8 
-2.5071 11.0324 15 
11.0324 2.5071 15 
6.76976 -4.26266 8 
#

-6.76976 4.26266 8 
-11.0324 -2.5071 15 
2.5071 -11.0324 15 
6.76976 -4.26266 8 
#

#

-20 -60 -20
-20 -40 -20
0 -40 -20
0 -60 -20
-20 -60 -20
#

0 -60 -20
0 -40 -20
20 -40 -20
20 -60 -20
0 -60 -20
#

20 -60 -20
20 -40 -20
40 -40 -20
40 -60 -20
20 -60 -20
#

40 -60 -20
40 -40 -20
60 -40 -20
60 -60 -20
40 -60 -20
#

60 -60 -20
60 -40 -20
80 -40 -20
80 -60 -20
60 -60 -20
#

80 -60 -20
80 -40 -20
100 -40 -20
100 -60 -20
80 -60 -20
80 -40 -20
#

-20 -40 -20
-20 -20 -20
0 -20 -20
0 -40 -20
-20 -40 -20
#

0 -40 -20
0 -20 -20
20 -20 -20
20 -40 -20
0 -40 -20
#

20 -40 -20
20 -20 -20
40 -20 -20
40 -40 -20
20 -40 -20
#

40 -40 -20
40 -20 -20
60 -20 -20
60 -40 -20
40 -40 -20
#

60 -40 -20
60 -20 -20
80 -20 -20
80 -40 -20
60 -40 -20
#

80 -40 -20
80 -20 -20
100 -20 -20
100 -40 -20
80 -40 -20
80 -20 -20
#

-20 -20 -20
-20 0 -20
0 0 -20
0 -20 -20
-20 -20 -20
#

0 -20 -20
0 0 -20
20 0 -20
20 -20 -20
0 -20 -20
#

20 -20 -20
20 0 -20
40 0 -20
40 -20 -20
20 -20 -20
#

40 -20 -20
40 0 -20
60 0 -20
60 -20 -20
40 -20 -20
#

60 -20 -20
60 0 -20
80 0 -20
80 -20 -20
60 -20 -20
#

80 -20 -20
80 0 -20
100 0 -20
100 -20 -20
80 -20 -20
80 0 -20
#

-20 0 -20
-20 20 -20
0 20 -20
0 0 -20
-20 0 -20
#

0 0 -20
0 20 -20
20 20 -20
20 0 -20
0 0 -20
#

20 0 -20
20 20 -20
40 20 -20
40 0 -20
20 0 -20
#

40 0 -20
40 20 -20
60 20 -20
60 0 -20
40 0 -20
#

60 0 -20
60 20 -20
80 20 -20
80 0 -20
60 0 -20
#

80 0 -20
80 20 -20
100 20 -20
100 0 -20
80 0 -20
80 20 -20
#

-20 20 -20
-20 40 -20
0 40 -20
0 20 -20
-20 20 -20
#

0 20 -20
0 40 -20
20 40 -20
20 20 -20
0 20 -20
#

20 20 -20
20 40 -20
40 40 -20
40 20 -20
20 20 -20
#

40 20 -20
40 40 -20
60 40 -20
60 20 -20
40 20 -20
#

60 20 -20
60 40 -20
80 40 -20
80 20 -20
60 20 -20
#

80 20 -20
80 40 -20
100 40 -20
100 20 -20
80 20 -20
80 40 -20
#

-20 40 -20
-20 60 -20
0 60 -20
0 40 -20
-20 40 -20
#

0 40 -20
0 60 -20
20 60 -20
20 40 -20
0 40 -20
#

20 40 -20
20 60 -20
40 60 -20
40 40 -20
20 40 -20
#

40 40 -20
40 60 -20
60 60 -20
60 40 -20
40 40 -20
#

60 40 -20
60 60 -20
80 60 -20
80 40 -20
60 40 -20
#

80 40 -20
80 60 -20
100 60 -20
100 40 -20
80 40 -20
80 60 -20
#

-20 60 -20
-20 80 -20
0 80 -20
0 60 -20
-20 60 -20
#

0 60 -20
0 80 -20
20 80 -20
20 60 -20
0 60 -20
#

20 60 -20
20 80 -20
40 80 -20
40 60 -20
20 60 -20
#

40 60 -20
40 80 -20
60 80 -20
60 60 -20
40 60 -20
#

60 60 -20
60 80 -20
80 80 -20
80 60 -20
60 60 -20
#

80 60 -20
80 80 -20
100 80 -20
100 60 -20
80 60 -20
80 80 -20
#

-20 80 -20
-20 100 -20
0 100 -20
0 80 -20
-20 80 -20
#

0 80 -20
0 100 -20
20 100 -20
20 80 -20
0 80 -20
#

20 80 -20
20 100 -20
40 100 -20
40 80 -20
20 80 -20
#

40 80 -20
40 100 -20
60 100 -20
60 80 -20
40 80 -20
#

60 80 -20
60 100 -20
80 100 -20
80 80 -20
60 80 -20
#

80 80 -20
80 100 -20
100 100 -20
100 80 -20
80 80 -20
80 100 -20
#


-20 -60 70
-20 -40 80
0 -40 80
-20 -40 80
-20 -20 70
0 -20 70
0 -40 80
0 -60 70
-20 -60 70
#
0 -60 70
0 -40 80
20 -40 80
0 -40 80
0 -20 70
20 -20 70
20 -40 80
20 -60 70
0 -60 70
#
20 -60 70
20 -40 80
40 -40 80
20 -40 80
20 -20 70
40 -20 70
40 -40 80
40 -60 70
20 -60 70
#
40 -60 70
40 -40 80
60 -40 80
40 -40 80
40 -20 70
60 -20 70
60 -40 80
60 -60 70
40 -60 70
#
60 -60 70
60 -40 80
80 -40 80
60 -40 80
60 -20 70
80 -20 70
80 -40 80
80 -60 70
60 -60 70
#
80 -60 70
80 -40 80
100 -40 80
80 -40 80
80 -20 70
100 -20 70
100 -40 80
100 -60 70
80 -60 70
80 -40 80
80 -20 70
#
-20 -20 70
-20 0 80
0 0 80
-20 0 80
-20 20 70
0 20 70
0 0 80
0 -20 70
-20 -20 70
#
0 -20 70
0 0 80
20 0 80
0 0 80
0 20 70
20 20 70
20 0 80
20 -20 70
0 -20 70
#
20 -20 70
20 0 80
40 0 80
20 0 80
20 20 70
40 20 70
40 0 80
40 -20 70
20 -20 70
#
40 -20 70
40 0 80
60 0 80
40 0 80
40 20 70
60 20 70
60 0 80
60 -20 70
40 -20 70
#
60 -20 70
60 0 80
80 0 80
60 0 80
60 20 70
80 20 70
80 0 80
80 -20 70
60 -20 70
#
80 -20 70
80 0 80
100 0 80
80 0 80
80 20 70
100 20 70
100 0 80
100 -20 70
80 -20 70
80 0 80
80 20 70
#
-20 20 70
-20 40 80
0 40 80
-20 40 80
-20 60 70
0 60 70
0 40 80
0 20 70
-20 20 70
#
0 20 70
0 40 80
20 40 80
0 40 80
0 60 70
20 60 70
20 40 80
20 20 70
0 20 70
#
20 20 70
20 40 80
40 40 80
20 40 80
20 60 70
40 60 70
40 40 80
40 20 70
20 20 70
#
40 20 70
40 40 80
60 40 80
40 40 80
40 60 70
60 60 70
60 40 80
60 20 70
40 20 70
#
60 20 70
60 40 80
80 40 80
60 40 80
60 60 70
80 60 70
80 40 80
80 20 70
60 20 70
#
80 20 70
80 40 80
100 40 80
80 40 80
80 60 70
100 60 70
100 40 80
100 20 70
80 20 70
80 40 80
80 60 70
#
-20 60 70
-20 80 80
0 80 80
-20 80 80
-20 100 70
0 100 70
0 80 80
0 60 70
-20 60 70
#
0 60 70
0 80 80
20 80 80
0 80 80
0 100 70
20 100 70
20 80 80
20 60 70
0 60 70
#
20 60 70
20 80 80
40 80 80
20 80 80
20 100 70
40 100 70
40 80 80
40 60 70
20 60 70
#
40 60 70
40 80 80
60 80 80
40 80 80
40 100 70
60 100 70
60 80 80
60 60 70
40 60 70
#
60 60 70
60 80 80
80 80 80
60 80 80
60 100 70
80 100 70
80 80 80
80 60 70
60 60 70
#
80 60 70
80 80 80
100 80 80
80 80 80
80 100 70
100 100 70
100 80 80
100 60 70
80 60 70
80 80 80
80 100 70
#

